timestamp,accX,accY,accZ,motion
19370,-0.057461,-1.015141,9.396045,idle
19380,-0.069432,-1.029507,9.476251,idle
19390,-0.102951,-0.951695,9.548077,idle
19400,-0.142455,-0.733823,9.599552,idle
19410,-0.164003,-0.545878,9.641450,idle
19420,-0.161609,-0.514753,9.662998,idle
19430,-0.138864,-0.531513,9.683349,idle
19440,-0.104148,-0.587777,9.678560,idle
19450,-0.075417,-0.682347,9.640253,idle
19460,-0.057461,-0.711078,9.633071,idle
19470,-0.049081,-0.758962,9.647436,idle
19480,-0.061052,-0.809240,9.624691,idle
19490,-0.102951,-0.714669,9.682152,idle
19500,-0.108936,-0.696713,9.689334,idle
19510,-0.107739,-0.745794,9.689334,idle
19520,-0.107739,-0.738611,9.630676,idle
19530,-0.112527,-0.709881,9.585187,idle
19540,-0.132878,-0.735020,9.557653,idle
19550,-0.154426,-0.713472,9.504981,idle
19560,-0.144849,-0.603339,9.564836,idle
19570,-0.128090,-0.496797,9.635465,idle
19580,-0.128090,-0.524330,9.609129,idle
19590,-0.123301,-0.648829,9.598354,idle
19600,-0.102951,-0.697910,9.607931,idle
19610,-0.090980,-0.683545,9.637859,idle
19620,-0.104148,-0.781707,9.633071,idle
19630,-0.125696,-0.901417,9.643845,idle
19640,-0.136469,-0.948104,9.713276,idle
19650,-0.137667,-0.943315,9.765948,idle
19660,-0.134075,-0.888249,9.756371,idle
19670,-0.123301,-0.854730,9.725247,idle
19680,-0.107739,-0.851139,9.732430,idle
19690,-0.104148,-0.822408,9.719262,idle
19700,-0.112527,-0.743400,9.750386,idle
19710,-0.130484,-0.672771,9.888053,idle
19720,-0.162806,-0.676362,9.958682,idle
19730,-0.195127,-0.705092,9.935937,idle
19740,-0.199916,-0.654814,9.947908,idle
19750,-0.186748,-0.571017,9.961076,idle
19760,-0.180762,-0.571017,9.916783,idle
19770,-0.171185,-0.623690,9.844957,idle
19780,-0.142455,-0.660800,9.726444,idle
19790,-0.102951,-0.679953,9.554062,idle
19800,-0.076614,-0.705092,9.421184,idle
19810,-0.053870,-0.719458,9.376891,idle
19820,-0.037110,-0.751779,9.363723,idle
19830,-0.055067,-0.786495,9.339781,idle
19840,-0.100556,-0.766145,9.433155,idle
19850,-0.150835,-0.798466,9.604341,idle
19860,-0.197522,-0.919373,9.719262,idle
19870,-0.225055,-0.933739,9.759963,idle
19880,-0.225055,-0.823605,9.756371,idle
19890,-0.207098,-0.715866,9.706094,idle
19900,-0.185551,-0.664391,9.628283,idle
19910,-0.160412,-0.743400,9.589975,idle
19920,-0.135272,-0.878672,9.481039,idle
19930,-0.108936,-0.922965,9.362526,idle
19940,-0.090980,-0.937330,9.367314,idle
19950,-0.098162,-0.975637,9.429564,idle
19960,-0.116119,-1.006762,9.514558,idle
19970,-0.131681,-0.986411,9.609129,idle
19980,-0.146046,-0.902614,9.690532,idle
19990,-0.160412,-0.810437,9.706094,idle
20000,-0.172383,-0.739808,9.686940,idle
